id,name,expansion,color_identity,weight_hb_99,weight_hb_cmd,weight_sb_99,weight_sb_cmd
76460,Confront the Past,STX,B,9,9,9,9
76461,Crushing Disappointment,STX,B,9,9,9,9
76462,Essence Infusion,STX,B,9,9,9,9
76463,Eyetwitch,STX,B,27,27,27,27
76464,Flunk,STX,B,18,18,18,18
76465,Go Blank,STX,B,18,18,18,18
76466,Hunt for Specimens,STX,B,18,18,18,18
76467,Lash of Malice,STX,B,9,9,9,9
76468,Leech Fanatic,STX,B,9,9,9,9
76469,Mage Hunter,STX,B,9,9,9,9
76470,Mage Hunters' Onslaught,STX,B,9,9,9,9
76471,Necrotic Fumes,STX,B,9,9,9,9
76472,Novice Dissector,STX,B,9,9,9,9
76473,Oriq Loremage,STX,B,9,9,9,9
76474,Plumb the Forbidden,STX,B,18,18,18,18
76475,Poet's Quill,STX,B,18,18,18,18
76476,Professor Onyx,STX,B,36,360,36,9
76477,Professor's Warning,STX,B,9,9,9,9
76478,Promising Duskmage,STX,B,9,9,9,9
76479,Sedgemoor Witch,STX,B,27,27,27,27
76480,Specter of the Fens,STX,B,9,9,9,9
76481,Tenured Inkcaster,STX,B,18,18,9,9
76482,Umbral Juke,STX,B,9,9,9,9
76483,Unwilling Ingredient,STX,B,9,9,9,9
76484,Academic Dispute,STX,R,9,9,9,9
76485,Ardent Dustspeaker,STX,R,9,9,9,9
76486,Blood Age General,STX,R,9,9,9,9
76487,Conspiracy Theorist,STX,R,18,18,18,18
76488,Crackle with Power,STX,R,18,18,18,18
76489,Draconic Intervention,STX,R,36,36,36,36
76490,Dragon's Approach,STX,R,9,18,9,18
76491,Efreet Flamepainter,STX,R,9,9,9,9
76492,Enthusiastic Study,STX,R,9,9,9,9
76493,Explosive Welcome,STX,R,9,9,9,9
76494,Fervent Mastery,STX,R,18,18,18,18
76495,First Day of Class,STX,R,9,9,9,9
76496,Fuming Effigy,STX,R,9,9,9,9
76497,Grinning Ignus,STX,R,18,18,18,18
76498,Hall Monitor,STX,R,18,18,18,18
76499,Heated Debate,STX,R,9,9,9,9
76500,Igneous Inspiration,STX,R,27,27,27,27
76501,Illuminate History,STX,R,9,9,9,9
76502,Illustrious Historian,STX,R,9,9,9,9
76503,Mascot Interception,STX,R,9,9,9,9
76504,Pigment Storm,STX,R,9,9,9,9
76505,Pillardrop Warden,STX,R,9,9,9,9
76506,Retriever Phoenix,STX,R,18,18,18,18
76507,Start from Scratch,STX,R,9,9,9,9
76508,Storm-Kiln Artist,STX,R,9,9,9,9
76509,Sudden Breakthrough,STX,R,9,9,9,9
76510,Tome Shredder,STX,R,18,18,9,9
76511,Twinscroll Shaman,STX,R,9,9,9,9
76512,Accomplished Alchemist,STX,G,9,9,9,9
76513,Basic Conjuration,STX,G,9,9,9,9
76514,Bayou Groff,STX,G,9,9,9,9
76515,Big Play,STX,G,9,3,9,3
76516,Bookwurm,STX,G,9,9,9,9
76517,Charge Through,STX,G,9,9,9,9
76518,Containment Breach,STX,G,9,9,9,9
76519,Devouring Tendrils,STX,G,18,18,18,18
76520,Dragonsguard Elite,STX,G,18,36,18,36
76521,Ecological Appreciation,STX,G,9,9,9,9
76522,Emergent Sequence,STX,G,27,27,27,27
76523,Exponential Growth,STX,G,9,9,9,9
76524,Field Trip,STX,G,9,9,9,9
76525,Fortifying Draught,STX,G,9,9,9,9
76526,Gnarled Professor,STX,G,36,36,36,36
76527,Honor Troll,STX,G,9,9,9,9
76528,Karok Wrangler,STX,G,9,9,9,9
76529,Leyline Invocation,STX,G,9,9,9,9
76530,Mage Duel,STX,G,9,9,9,9
76531,Master Symmetrist,STX,G,9,9,9,9
76532,Overgrown Arch,STX,G,27,27,27,27
76533,Professor of Zoomancy,STX,G,9,9,9,9
76534,Reckless Amplimancer,STX,G,9,9,9,9
76535,Scurrid Colony,STX,G,9,9,9,9
76536,Spined Karok,STX,G,9,9,9,9
76537,Springmane Cervin,STX,G,9,9,9,9
76538,Tangletrap,STX,G,9,9,9,9
76539,Verdant Mastery,STX,G,27,27,27,27
76540,Augmenter Pugilist,STX,UG,18,18,18,18
76542,"Blex, Vexing Pest",STX,BG,27,-360,27,27
76544,"Extus, Oriq Overlord",STX,WBR,36,9,36,36
76546,Flamescroll Celebrant,STX,WR,27,27,27,27
76548,"Jadzi, Oracle of Arcavios",STX,UG,9,9,9,18
76550,"Kianne, Dean of Substance",STX,UG,18,9,18,9
76552,"Mila, Crafty Companion",STX,WR,18,9,18,18
76554,Pestilent Cauldron,STX,BG,27,27,27,27
76556,"Plargg, Dean of Chaos",STX,WR,9,-360,9,-360
76558,"Rowan, Scholar of Sparks",STX,UR,9,720,27,27
76560,Selfless Glyphweaver,STX,WB,45,45,45,45
76562,"Shaile, Dean of Radiance",STX,WB,27,9,27,9
76564,Torrent Sculptor,STX,UR,36,36,36,36
76566,"Uvilda, Dean of Perfection",STX,UR,18,9,18,9
76568,"Valentin, Dean of the Vein",STX,BG,36,-360,36,-360
76570,Aether Helix,STX,UG,9,9,9,9
76571,Beledros Witherbloom,STX,BG,18,-360,18,9
76572,Biomathematician,STX,UG,9,9,9,9
76573,Blade Historian,STX,WR,45,45,45,45
76574,Blood Researcher,STX,BG,9,9,9,9
76575,Blot Out the Sky,STX,WB,36,36,36,36
76576,Body of Research,STX,UG,9,9,9,9
76577,Closing Statement,STX,WB,9,9,9,9
76578,Cram Session,STX,BG,18,18,18,18
76579,Creative Outburst,STX,UR,18,9,18,9
76580,Culling Ritual,STX,BG,9,9,9,9
76581,Culmination of Studies,STX,UR,9,9,9,9
76582,Daemogoth Titan,STX,BG,9,9,9,9
76583,Daemogoth Woe-Eater,STX,BG,9,9,9,9
76584,Deadly Brew,STX,BG,27,27,27,27
76585,Decisive Denial,STX,UG,9,27,9,27
76586,"Dina, Soul Steeper",STX,BG,27,9,27,9
76587,Double Major,STX,UG,9,9,9,9
76588,Dramatic Finale,STX,WB,18,18,18,18
76589,Elemental Expressionist,STX,UR,27,27,27,27
76590,Elemental Masterpiece,STX,UR,27,9,27,9
76591,Elemental Summoning,STX,UR,9,9,9,9
76592,Eureka Moment,STX,UG,9,9,9,9
76593,Exhilarating Elocution,STX,WB,9,9,9,9
76594,Expressive Iteration,STX,UR,45,27,45,27
76595,Fractal Summoning,STX,UG,9,9,9,9
76596,Fracture,STX,WB,27,27,27,27
76597,Galazeth Prismari,STX,UR,45,1440,45,960
76598,Golden Ratio,STX,UG,18,18,18,18
76599,Harness Infinity,STX,BG,27,27,27,27
76600,Hofri Ghostforge,STX,WR,9,-360,9,-360
76601,Humiliate,STX,WB,18,18,18,18
76602,Infuse with Vitality,STX,BG,9,9,9,9
76603,Inkling Summoning,STX,WB,9,9,9,9
76604,"Kasmina, Enigma Sage",STX,UG,9,9,9,9
76605,"Killian, Ink Duelist",STX,WB,18,720,18,480
76606,Lorehold Apprentice,STX,WR,9,9,9,9
76607,Lorehold Command,STX,WR,36,36,36,36
76608,Lorehold Excavation,STX,WR,9,9,9,9
76609,Lorehold Pledgemage,STX,WR,9,9,9,9
76610,Maelstrom Muse,STX,UR,9,9,9,9
76611,Magma Opus,STX,UR,45,45,45,45
76612,Make Your Mark,STX,WR,9,9,9,9
76613,Manifestation Sage,STX,UG,18,18,18,18
76614,Moldering Karok,STX,BG,9,9,9,9
76615,Mortality Spear,STX,BG,27,27,27,27
76616,Needlethorn Drake,STX,UG,9,9,9,9
76617,Oggyar Battle-Seer,STX,UR,9,9,9,9
76618,Owlin Shieldmage,STX,WB,9,9,9,9
76619,Pest Summoning,STX,BG,9,9,9,9
76620,Practical Research,STX,UR,9,9,9,9
76621,Prismari Apprentice,STX,UR,9,9,9,9
76622,Prismari Command,STX,UR,45,45,45,45
76623,Prismari Pledgemage,STX,UR,9,3,9,3
76624,Quandrix Apprentice,STX,UG,9,9,9,9
76625,Quandrix Command,STX,UG,18,45,18,45
76626,Quandrix Cultivator,STX,UG,9,9,9,9
76627,Quandrix Pledgemage,STX,UG,9,9,9,9
76628,"Quintorius, Field Historian",STX,WR,9,-360,9,9
76629,Radiant Scrollwielder,STX,WR,18,18,18,18
76630,Reconstruct History,STX,WR,18,18,18,18
76631,Relic Sloth,STX,WR,9,9,9,9
76632,Returned Pastcaller,STX,WR,9,9,9,9
76633,Rip Apart,STX,WR,27,27,27,27
76634,Rise of Extus,STX,WB,9,9,9,9
76635,"Rootha, Mercurial Artist",STX,UR,9,-360,9,-360
76636,Rushed Rebirth,STX,BG,9,9,9,9
76637,Shadewing Laureate,STX,WB,9,9,9,9
76638,Shadrix Silverquill,STX,WB,27,9,27,27
76639,Silverquill Apprentice,STX,WB,9,9,9,9
76640,Silverquill Command,STX,WB,45,45,45,45
76641,Silverquill Pledgemage,STX,WB,9,9,9,9
76642,Silverquill Silencer,STX,WB,36,36,36,36
76643,Spectacle Mage,STX,UR,9,9,9,9
76644,Spirit Summoning,STX,WR,9,9,9,9
76645,Spiteful Squad,STX,WB,9,9,9,9
76646,Square Up,STX,UG,9,9,9,9
76647,Stonebound Mentor,STX,WR,9,9,9,9
76648,Tanazir Quandrix,STX,UG,9,9,27,27
76649,Teach by Example,STX,UR,9,9,9,9
76650,Tend the Pests,STX,BG,9,18,9,18
76651,Thrilling Discovery,STX,WR,27,27,27,27
76652,Vanishing Verse,STX,WB,36,36,36,36
76653,Velomachus Lorehold,STX,WR,27,360,27,9
76654,Venerable Warsinger,STX,WR,18,18,18,18
76655,Witherbloom Apprentice,STX,BG,18,18,18,18
76656,Witherbloom Command,STX,BG,45,45,45,45
76657,Witherbloom Pledgemage,STX,BG,9,9,9,9
76658,"Zimone, Quandrix Prodigy",STX,UG,9,9,9,9
76659,Biblioplex Assistant,STX,,9,9,9,9
76660,Campus Guide,STX,,9,9,9,9
76661,"Codie, Vociferous Codex",STX,WUBRG,18,360,18,240
76662,Cogwork Archivist,STX,,9,9,9,9
76663,Excavated Wall,STX,,9,9,9,9
76664,Letter of Acceptance,STX,,9,9,9,9
76665,Reflective Golem,STX,,9,9,9,9
76666,Spell Satchel,STX,,9,18,9,9
76667,Strixhaven Stadium,STX,,9,9,9,9
76668,Team Pennant,STX,,9,9,9,9
76669,Zephyr Boots,STX,,9,9,9,9
76670,Access Tunnel,STX,,9,9,9,9
76671,Archway Commons,STX,,0,0,0,0
76672,The Biblioplex,STX,,18,18,18,18
76673,Frostboil Snarl,STX,UR,0,0,0,0
76674,Furycalm Snarl,STX,WR,0,0,0,0
76675,Hall of Oracles,STX,,27,27,27,27
76676,Lorehold Campus,STX,WR,0,0,0,0
76677,Necroblossom Snarl,STX,BG,0,0,0,0
76678,Prismari Campus,STX,UR,0,0,0,0
76679,Quandrix Campus,STX,UG,0,0,0,0
76680,Shineshadow Snarl,STX,WB,0,0,0,0
76681,Silverquill Campus,STX,WB,0,0,0,0
76682,Vineglimmer Snarl,STX,UG,0,0,0,0
76683,Witherbloom Campus,STX,BG,0,0,0,0
76684,Plains,STX,W,0,0,0,0
76685,Plains,STX,W,0,0,0,0
76686,Island,STX,U,0,0,0,0
76687,Island,STX,U,0,0,0,0
76688,Swamp,STX,B,0,0,0,0
76689,Swamp,STX,B,0,0,0,0
76690,Mountain,STX,R,0,0,0,0
76691,Mountain,STX,R,0,0,0,0
76692,Forest,STX,G,0,0,0,0
76693,Forest,STX,G,0,0,0,0
76841,Plains,ANA,W,0,0,0,0
76842,Plains,ANA,W,0,0,0,0
76843,Swamp,ANA,B,0,0,0,0
76844,Forest,ANA,G,0,0,0,0
76845,Island,ANA,U,0,0,0,0
76846,Mountain,ANA,R,0,0,0,0
76847,Mountain,ANA,R,0,0,0,0
76848,Mountain,ANA,R,0,0,0,0
76849,Island,ANA,U,0,0,0,0
76850,Island,ANA,U,0,0,0,0
76851,Forest,ANA,G,0,0,0,0
76852,Swamp,ANA,B,0,0,0,0
76853,Plains,ANA,W,0,0,0,0
76854,Swamp,ANA,B,0,0,0,0
76855,Forest,ANA,G,0,0,0,0
76930,Thraben Watcher,MH2,W,9,9,9,9
76931,Timeless Dragon,MH2,W,9,9,9,9
76933,Aeromoeba,MH2,U,9,9,9,9
76949,So Shiny,MH2,U,9,9,9,9
76951,Svyelun of Sea and Sky,MH2,U,45,9,45,45
76953,Bone Shards,MH2,B,9,9,9,9
76967,Necrogoyf,MH2,B,27,27,27,27
76969,Nested Shambler,MH2,B,27,27,27,27
76982,Blazing Rootwalla,MH2,R,36,36,36,36
76988,Dragon's Rage Channeler,MH2,R,45,45,45,45
76996,Galvanic Relay,MH2,R,27,27,27,27
77007,"Aeve, Progenitor Ooze",MH2,G,9,-360,9,27
77008,"Chatterfang, Squirrel General",MH2,BG,36,360,36,240
77009,Chatterstorm,MH2,G,9,18,9,18
77012,Glimmer Bairn,MH2,G,9,9,9,9
77021,Squirrel Sovereign,MH2,G,36,36,36,36
77028,Goblin Anarchomancer,MH2,RG,27,27,27,27
77034,Terminal Agony,MH2,BR,27,27,27,27
77035,Territorial Kavu,MH2,RG,27,18,27,18
77042,Monoskelion,MH2,,9,9,9,9
77043,Ornithopter of Paradise,MH2,,9,9,9,9
77054,Arid Mesa,MH2,,0,0,0,0
77056,Marsh Flats,MH2,,0,0,0,0
77058,Misty Rainforest,MH2,,0,0,0,0
77062,Scalding Tarn,MH2,,0,0,0,0
77063,Verdant Catacombs,MH2,,0,0,0,0
77068,"Chainer, Nightmare Adept",MH2,BR,27,-360,27,27
77106,+2 Mace,AFR,W,9,9,9,9
77107,Arborea Pegasus,AFR,W,9,9,9,9
77108,Blink Dog,AFR,W,9,9,9,9
77109,The Book of Exalted Deeds,AFR,W,9,9,9,9
77110,Celestial Unicorn,AFR,W,9,9,9,9
77111,Cleric Class,AFR,W,9,9,9,9
77112,Cloister Gargoyle,AFR,W,9,9,9,21
77113,Dancing Sword,AFR,W,18,18,18,18
77114,Dawnbringer Cleric,AFR,W,18,18,9,9
77115,Delver's Torch,AFR,W,9,9,9,9
77116,Devoted Paladin,AFR,W,9,9,9,9
77117,Divine Smite,AFR,W,9,9,9,9
77118,Dragon's Disciple,AFR,W,18,18,18,18
77119,Dwarfhold Champion,AFR,W,9,9,9,9
77120,Flumph,AFR,W,9,9,9,9
77121,Gloom Stalker,AFR,W,9,9,9,9
77122,Grand Master of Flowers,AFR,W,27,9,27,9
77123,Guardian of Faith,AFR,W,27,27,27,27
77124,Half-Elf Monk,AFR,W,9,9,9,9
77125,"Icingdeath, Frost Tyrant",AFR,W,36,36,36,36
77126,Ingenious Smith,AFR,W,45,18,45,18
77127,Keen-Eared Sentry,AFR,W,9,9,9,9
77128,Loyal Warhound,AFR,W,36,36,36,36
77129,Minimus Containment,AFR,W,9,9,9,9
77130,Monk of the Open Hand,AFR,W,18,18,18,18
77131,Moon-Blessed Cleric,AFR,W,9,9,9,9
77132,"Nadaar, Selfless Paladin",AFR,W,45,9,45,45
77133,Oswald Fiddlebender,AFR,W,18,1440,18,960
77134,Paladin Class,AFR,W,45,45,45,45
77135,Paladin's Shield,AFR,W,9,9,9,9
77136,Planar Ally,AFR,W,9,9,9,9
77137,Plate Armor,AFR,W,9,9,9,9
77138,Portable Hole,AFR,W,27,27,27,27
77139,Potion of Healing,AFR,W,18,18,18,18
77140,Priest of Ancient Lore,AFR,W,9,9,9,9
77141,Rally Maneuver,AFR,W,9,9,9,9
77142,Ranger's Hawk,AFR,W,9,9,9,9
77143,Steadfast Paladin,AFR,W,9,9,9,9
77144,Teleportation Circle,AFR,W,18,18,18,18
77145,Veteran Dungeoneer,AFR,W,21,21,21,21
77146,White Dragon,AFR,W,9,9,9,9
77147,You Hear Something on Watch,AFR,W,9,9,9,9
77148,You're Ambushed on the Road,AFR,W,9,9,9,9
77149,Aberrant Mind Sorcerer,AFR,U,9,9,9,9
77150,Air-Cult Elemental,AFR,U,9,9,9,9
77151,Arcane Investigator,AFR,U,9,9,9,9
77152,Bar the Gate,AFR,U,9,9,9,9
77153,The Blackstaff of Waterdeep,AFR,U,27,27,27,27
77154,Blue Dragon,AFR,U,9,9,9,9
77155,Charmed Sleep,AFR,U,9,9,9,9
77156,Clever Conjurer,AFR,U,9,9,9,9
77157,Contact Other Plane,AFR,U,9,9,9,9
77158,Demilich,AFR,U,36,36,36,36
77159,Displacer Beast,AFR,U,9,9,9,9
77160,Djinni Windseer,AFR,U,9,9,9,9
77161,Dragon Turtle,AFR,U,27,27,27,27
77162,Eccentric Apprentice,AFR,U,9,9,9,9
77163,Feywild Trickster,AFR,U,9,9,9,9
77164,Fly,AFR,U,18,18,18,18
77165,"Grazilaxx, Illithid Scholar",AFR,U,18,720,18,9
77166,Guild Thief,AFR,U,9,9,9,9
77167,"Iymrith, Desert Doom",AFR,U,45,9,45,9
77168,Mind Flayer,AFR,U,27,27,27,27
77169,Mordenkainen,AFR,U,18,9,18,9
77170,Mordenkainen's Polymorph,AFR,U,9,9,9,9
77171,Pixie Guide,AFR,U,9,9,9,9
77172,Power of Persuasion,AFR,U,9,9,9,9
77173,Ray of Frost,AFR,U,18,18,18,18
77174,Rimeshield Frost Giant,AFR,U,9,9,9,9
77175,Scion of Stygia,AFR,U,9,9,9,9
77176,Secret Door,AFR,U,9,9,9,9
77177,Shocking Grasp,AFR,U,9,9,9,9
77178,Shortcut Seeker,AFR,U,9,9,9,9
77179,Silver Raven,AFR,U,9,18,9,18
77180,Soulknife Spy,AFR,U,9,9,9,9
77181,Split the Party,AFR,U,9,9,9,9
77182,Sudden Insight,AFR,U,9,9,9,9
77183,Tasha's Hideous Laughter,AFR,U,45,45,45,45
77184,Trickster's Talisman,AFR,U,9,9,9,9
77185,True Polymorph,AFR,U,9,9,9,9
77186,Wizard Class,AFR,U,9,9,9,9
77187,Wizard's Spellbook,AFR,U,9,9,9,9
77188,You Come to a River,AFR,U,9,9,9,9
77189,You Find the Villains' Lair,AFR,U,9,9,9,9
77190,You See a Guard Approach,AFR,U,27,27,27,27
77191,Yuan-Ti Malison,AFR,U,27,27,27,27
77192,Acererak the Archlich,AFR,B,18,9,18,18
77193,Asmodeus the Archfiend,AFR,B,9,9,9,9
77194,Baleful Beholder,AFR,B,9,9,9,9
77195,Black Dragon,AFR,B,9,9,9,9
77196,The Book of Vile Darkness,AFR,B,9,9,9,9
77197,Check for Traps,AFR,B,27,27,27,27
77198,Clattering Skeletons,AFR,B,9,9,9,9
77199,Deadly Dispute,AFR,B,27,27,27,27
77200,Death-Priest of Myrkul,AFR,B,9,9,9,9
77201,Demogorgon's Clutches,AFR,B,9,9,9,9
77202,Devour Intellect,AFR,B,9,9,9,9
77203,Drider,AFR,B,9,9,9,9
77204,Dungeon Crawler,AFR,B,18,18,18,18
77205,"Ebondeath, Dracolich",AFR,B,36,9,36,9
77206,Eyes of the Beholder,AFR,B,9,9,9,9
77207,Fates' Reversal,AFR,B,9,9,9,9
77208,Feign Death,AFR,B,9,9,9,9
77209,Forsworn Paladin,AFR,B,18,18,18,18
77210,Gelatinous Cube,AFR,B,36,45,36,45
77211,Grim Bounty,AFR,B,9,9,9,9
77212,Grim Wanderer,AFR,B,9,9,9,9
77213,Herald of Hadar,AFR,B,9,9,9,9
77214,Hired Hexblade,AFR,B,9,9,9,9
77215,Hoard Robber,AFR,B,9,9,9,9
77216,Lightfoot Rogue,AFR,B,9,9,9,9
77217,"Lolth, Spider Queen",AFR,B,36,360,36,240
77218,Manticore,AFR,B,9,9,9,9
77219,Power Word Kill,AFR,B,27,27,27,27
77220,Precipitous Drop,AFR,B,18,18,9,9
77221,Ray of Enfeeblement,AFR,B,9,9,9,9
77222,Reaper's Talisman,AFR,B,9,9,9,9
77223,Sepulcher Ghoul,AFR,B,9,9,9,9
77224,Shambling Ghast,AFR,B,27,27,27,27
77225,Skullport Merchant,AFR,B,18,18,18,18
77226,Sphere of Annihilation,AFR,B,9,9,9,9
77227,Thieves' Tools,AFR,B,9,9,9,9
77228,Vampire Spawn,AFR,B,9,9,9,9
77229,Vorpal Sword,AFR,B,18,18,18,18
77230,Warlock Class,AFR,B,18,18,18,18
77231,Westgate Regent,AFR,B,18,18,18,18
77232,Wight,AFR,B,27,27,27,27
77233,Yuan-Ti Fang-Blade,AFR,B,9,9,9,9
77234,Zombie Ogre,AFR,B,9,9,9,9
77235,Armory Veteran,AFR,R,9,9,9,9
77236,Barbarian Class,AFR,R,9,9,9,9
77237,Battle Cry Goblin,AFR,R,45,27,45,27
77238,Boots of Speed,AFR,R,9,9,9,9
77239,Brazen Dwarf,AFR,R,9,9,9,9
77240,Burning Hands,AFR,R,9,18,9,18
77241,Chaos Channeler,AFR,R,9,9,9,9
77242,Critical Hit,AFR,R,9,9,9,9
77243,"Delina, Wild Mage",AFR,R,9,9,9,9
77244,Dragon's Fire,AFR,R,18,18,18,18
77245,Dueling Rapier,AFR,R,9,9,9,9
77246,Earth-Cult Elemental,AFR,R,9,9,9,9
77247,Farideh's Fireball,AFR,R,9,9,9,9
77248,Flameskull,AFR,R,36,36,36,36
77249,Goblin Javelineer,AFR,R,18,18,18,18
77250,Goblin Morningstar,AFR,R,9,9,9,9
77251,Hoarding Ogre,AFR,R,9,3,9,3
77252,Hobgoblin Bandit Lord,AFR,R,45,36,45,36
77253,Hobgoblin Captain,AFR,R,9,9,9,9
77254,Hulking Bugbear,AFR,R,9,9,9,9
77255,Improvised Weaponry,AFR,R,9,9,9,9
77256,Inferno of the Star Mounts,AFR,R,27,360,27,27
77257,Jaded Sell-Sword,AFR,R,9,9,9,9
77258,Kick in the Door,AFR,R,9,9,9,9
77259,Magic Missile,AFR,R,18,18,18,18
77260,Meteor Swarm,AFR,R,9,9,9,9
77261,Minion of the Mighty,AFR,R,9,9,9,9
77262,Orb of Dragonkind,AFR,R,9,9,9,9
77263,Plundering Barbarian,AFR,R,9,9,9,9
77264,Price of Loyalty,AFR,R,9,9,9,9
77265,Red Dragon,AFR,R,9,9,9,9
77266,Rust Monster,AFR,R,9,9,9,9
77267,Swarming Goblins,AFR,R,9,9,9,9
77268,Tiger-Tribe Hunter,AFR,R,9,9,9,9
77269,Unexpected Windfall,AFR,R,18,27,18,27
77270,Valor Singer,AFR,R,9,9,9,9
77271,Wish,AFR,R,9,9,9,9
77272,Xorn,AFR,R,9,9,9,9
77273,You Come to the Gnoll Camp,AFR,R,9,9,9,9
77274,You Find Some Prisoners,AFR,R,9,9,9,9
77275,You See a Pair of Goblins,AFR,R,18,18,18,18
77276,"Zalto, Fire Giant Duke",AFR,R,9,9,9,9
77277,"Zariel, Archduke of Avernus",AFR,R,36,9,36,9
77278,Bulette,AFR,G,9,9,9,9
77279,Bull's Strength,AFR,G,9,3,9,3
77280,Choose Your Weapon,AFR,G,9,9,9,9
77281,Circle of Dreams Druid,AFR,G,18,18,18,18
77282,Circle of the Moon Druid,AFR,G,9,9,9,9
77283,Compelled Duel,AFR,G,9,9,9,9
77284,Dire Wolf Prowler,AFR,G,9,9,9,9
77285,Druid Class,AFR,G,9,9,9,9
77286,Ellywick Tumblestrum,AFR,G,9,9,27,27
77287,Elturgard Ranger,AFR,G,9,9,9,9
77288,Find the Path,AFR,G,9,9,9,9
77289,Froghemoth,AFR,G,27,27,27,27
77290,Gnoll Hunter,AFR,G,9,9,9,9
77291,Green Dragon,AFR,G,9,9,9,9
77292,Hill Giant Herdgorger,AFR,G,9,9,9,9
77293,Hunter's Mark,AFR,G,9,9,9,9
77294,Inspiring Bard,AFR,G,9,9,9,9
77295,Instrument of the Bards,AFR,G,9,9,9,9
77296,Intrepid Outlander,AFR,G,9,9,9,9
77297,Loathsome Troll,AFR,G,9,9,9,9
77298,Long Rest,AFR,G,18,18,18,18
77299,Lurking Roper,AFR,G,9,9,9,9
77300,Neverwinter Dryad,AFR,G,9,9,9,9
77301,Ochre Jelly,AFR,G,9,9,9,9
77302,Old Gnawbone,AFR,G,9,9,9,9
77303,Owlbear,AFR,G,9,9,9,9
77304,Plummet,AFR,G,9,6,9,6
77305,Prosperous Innkeeper,AFR,G,27,27,27,27
77306,Purple Worm,AFR,G,9,9,9,9
77307,Ranger Class,AFR,G,45,45,45,45
77308,Ranger's Longbow,AFR,G,9,9,9,9
77309,Scaled Herbalist,AFR,G,9,9,9,9
77310,Spoils of the Hunt,AFR,G,9,9,9,9
77311,Sylvan Shepherd,AFR,G,9,9,9,9
77312,The Tarrasque,AFR,G,18,9,18,9
77313,Underdark Basilisk,AFR,G,9,9,9,9
77314,"Varis, Silverymoon Ranger",AFR,G,27,9,27,27
77315,Wandering Troubadour,AFR,G,9,9,9,9
77316,Werewolf Pack Leader,AFR,G,45,45,45,45
77317,Wild Shape,AFR,G,9,9,9,9
77318,You Find a Cursed Idol,AFR,G,9,9,9,9
77319,You Happen On a Glade,AFR,G,9,9,9,9
77320,You Meet in a Tavern,AFR,G,9,9,9,9
77321,Adult Gold Dragon,AFR,WR,45,45,45,45
77322,Bard Class,AFR,RG,18,18,18,18
77323,Barrowin of Clan Undurr,AFR,WB,9,-360,9,-360
77324,Bruenor Battlehammer,AFR,WR,18,360,9,240
77325,Drizzt Do'Urden,AFR,WG,27,9,27,27
77326,"Farideh, Devil's Chosen",AFR,UR,9,-360,9,9
77327,Fighter Class,AFR,WR,18,9,18,9
77328,Gretchen Titchwillow,AFR,UG,9,360,9,240
77329,"Hama Pashar, Ruin Seeker",AFR,WU,9,-360,9,9
77330,"Kalain, Reclusive Painter",AFR,BR,18,9,18,18
77331,Krydle of Baldur's Gate,AFR,UB,9,360,9,9
77332,"Minsc, Beloved Ranger",AFR,WRG,18,-360,18,9
77333,Monk Class,AFR,WU,9,18,9,18
77334,"Orcus, Prince of Undeath",AFR,BR,27,9,27,9
77335,Rogue Class,AFR,UB,9,9,9,9
77336,"Shessra, Death's Whisper",AFR,BG,18,-360,9,9
77337,Skeletal Swarming,AFR,BG,18,18,18,18
77338,Sorcerer Class,AFR,UR,9,9,18,18
77339,"Targ Nar, Demon-Fang Gnoll",AFR,RG,9,360,9,240
77340,Tiamat,AFR,WUBRG,18,9,18,18
77341,"Trelasarra, Moon Dancer",AFR,WG,27,9,27,27
77342,Triumphant Adventurer,AFR,WB,18,18,27,27
77343,"Volo, Guide to Monsters",AFR,UG,9,9,9,9
77344,"Xanathar, Guild Kingpin",AFR,UB,9,9,9,9
77345,Bag of Holding,AFR,,9,9,9,9
77346,The Deck of Many Things,AFR,,9,9,9,9
77347,Dungeon Map,AFR,,9,9,9,9
77348,Eye of Vecna,AFR,,9,9,9,9
77349,Fifty Feet of Rope,AFR,,9,9,9,9
77350,Greataxe,AFR,,9,9,9,9
77351,Hand of Vecna,AFR,,9,18,9,18
77352,Iron Golem,AFR,,9,9,9,9
77353,Leather Armor,AFR,,9,9,9,9
77354,Mimic,AFR,,9,9,9,9
77355,Spare Dagger,AFR,,9,9,9,9
77356,Spiked Pit Trap,AFR,,9,9,9,9
77357,Treasure Chest,AFR,,9,9,9,9
77358,Cave of the Frost Dragon,AFR,W,27,27,27,27
77359,Den of the Bugbear,AFR,R,45,27,45,27
77360,Dungeon Descent,AFR,,9,9,9,9
77361,Evolving Wilds,AFR,,9,9,9,9
77362,Hall of Storm Giants,AFR,U,27,27,27,27
77363,Hive of the Eye Tyrant,AFR,B,27,27,27,27
77364,Lair of the Hydra,AFR,G,27,27,27,27
77365,Temple of the Dragon Queen,AFR,,9,9,9,9
77366,Treasure Vault,AFR,,9,9,9,9
77460,Plains,AFR,W,0,0,0,0
77461,Plains,AFR,W,0,0,0,0
77462,Plains,AFR,W,0,0,0,0
77463,Plains,AFR,W,0,0,0,0
77464,Island,AFR,U,0,0,0,0
77465,Island,AFR,U,0,0,0,0
77466,Island,AFR,U,0,0,0,0
77467,Island,AFR,U,0,0,0,0
77468,Swamp,AFR,B,0,0,0,0
77469,Swamp,AFR,B,0,0,0,0
77470,Swamp,AFR,B,0,0,0,0
